Film;Anno;Budget;IncassoDomestico;Durata;Rating;Votanti;LunghezzaTrama;NumeroAttori;SRR;IncassoMondiale
Oculus;2014;5000000;27695200;104;65;109278;643;2;2.333;44115500
Oddball;2016;7000000;0;95;64;2199;977;2;1.74;10237200
Office Space;1999;10000000;10827800;89;77;230422;617;4;1.297;12179700
Old Dogs;2009;35000000;49492100;88;54;34894;590;12;4.237;95104300
Old School;2003;24000000;75155000;88;38;125;667;3;2.249;86765500
Oldboy;2005;3000000;707400;120;84;471305;679;3;2.504;6239700
Oliver Twist;2005;65000000;2070900;50;66;16;58;1;1.724;26670900
Olympus Has Fallen;2013;70000000;98927600;119;65;241749;707;12;0.707;150562200
On Her Majesty's Secret Service;1969;8000000;22800000;142;67;73366;671;3;2.534;82000000
On the Line;2001;10000000;4365500;103;54;144;672;2;3.125;4690800
On the Road;2013;25000000;720800;124;61;38280;659;11;4.097;9313300
On the Waterfront;1954;910000;9600000;108;81;131434;754;6;4.244;9600000
Once;2007;150000;9445900;100;68;12;481;0;6.237;23324100
Once Upon a Time in America;1984;30000000;5321500;229;84;285265;1093;9;3.568;5575600
Once Upon a Time in Mexico;2003;29000000;56330700;102;64;147336;551;3;2.178;97413500
One Day;2011;15000000;13843800;107;70;130279;452;3;3.982;59168700
One Flew Over the Cuckoo's Nest;1975;4400000;108981300;133;87;851010;478;6;1.674;108981300
One for the Money;2012;42000000;26414500;91;53;38852;135;6;0;36197200
One Hour Photo;2002;12000000;31597100;96;68;109468;484;3;2.273;52223300
One Man's Hero;1999;18000000;229300;121;61;1026;837;3;1.912;229300
One Missed Call;2008;20000000;26890000;112;62;15985;918;4;1.852;44513500
One Night with the King;2006;20000000;13396000;123;62;6493;700;1;3.143;13725000
One True Thing;1998;30000000;23337200;127;70;10780;487;4;3.491;26708200
Only the Brave;2017;38000000;18340100;66;67;52;294;3;2.381;20921500
Only the Strong;1993;6000000;3273600;99;66;5301;378;3;0.265;3273600
Opal Dream;2006;9000000;14400;85;66;890;484;2;3.719;14400
Open Range;2003;26000000;58331300;60;70;20;440;6;2.273;68614000
Open Season;2006;85000000;85105300;100;61;477;734;4;2.18;191932200
Open Secret;2015;100000;0;68;68;159;161;2;1.863;0
Open Water;2004;500000;30500900;79;57;48951;440;2;0.682;55518600
Orange County;2002;18000000;41059700;82;62;45333;904;3;2.655;43308700
Ordinary People;1980;6000000;52303000;124;77;43144;508;5;2.953;52303000
Orgazmo;1998;1000000;582000;94;61;33175;617;6;2.107;627300
Original Sin;2001;26000000;16521400;117;70;63;766;3;3.264;16521400
Orphan;2009;20000000;41596300;99;72;25;814;5;2.211;78769400
Oscar and Lucinda;1997;12500000;1613000;132;66;6255;371;3;2.156;1613000
Osmosis Jones;2001;70000000;13596900;95;63;30314;771;3;1.297;13596900
Othello;1995;11000000;2844400;79;64;226;237;2;2.532;2844400
Ouija;2014;5000000;50856000;104;29;179;565;3;4.425;103683300
Ouija: Origin of Evil;2016;9000000;35144500;99;61;48942;522;0;2.49;81831900
Our Family Wedding;2010;14000000;20255300;103;50;6490;375;5;2.667;21410500
Our Idiot Brother;2011;5000000;24814800;90;64;81570;1252;11;2.955;25861200
Out Cold;2001;11000000;13906400;92;56;660;410;3;3.902;14786400
Out of Africa;1985;31000000;79096900;161;72;66222;469;3;4.478;258210900
Out of Sight;1998;48000000;37562600;87;55;77;170;9;4.706;77562600
Out of the Blue;2007;4600000;700;88;63;20;237;2;1.266;731800
Out of the Dark;1989;1600000;419400;89;54;833;43;3;6.977;419400
Out of the Furnace;2013;22000000;11330800;116;68;100538;699;7;1.001;15434400
Outside Bet;2015;7500000;0;101;48;275;112;5;3.571;13500
Over Her Dead Body;2008;10000000;7570100;95;52;23218;567;4;2.116;21596100
Over the Hedge;2006;80000000;155019300;83;67;150417;657;5;1.522;343397200
Owning Mahowny;2003;10000000;1011100;104;71;12039;170;3;4.118;1011100
Oz the Great and Powerful;2013;200000000;234771000;130;63;193729;713;8;2.104;490359100
P.S. I Love You;2007;30000000;53695800;126;70;193414;628;2;2.707;155769700
Paa;2009;4300000;199200;133;72;10789;480;4;1.667;9791300
Pacific Rim;2013;190000000;101802900;131;69;449246;1052;7;3.042;411002900
Paddington;2015;55000000;76223600;95;72;87584;699;4;1.431;259541400
Pain & Gain;2013;26000000;49875300;129;64;190678;1156;5;1.644;81275300
Paint Your Wagon;1969;20000000;31678800;164;66;11315;779;3;2.054;31678800
Pale Rider;1985;6900000;41410600;115;73;48807;661;5;0.756;41410600
Pan;2015;150000000;35088300;96;66;34;781;5;2.817;151550900
Pandorum;2009;40000000;10330900;108;67;138336;920;2;3.044;17033400
Panic;2000;1000000;779100;90;32;531;130;3;3.846;1425700
Panic Room;2002;48000000;95308400;112;68;241850;723;5;1.383;196308400
Paparazzi;2004;20000000;15712100;111;53;869;612;4;0.654;16612100
Paranoia;2013;40000000;7388700;102;69;96;355;9;1.972;16173600
Paranormal Activity 2;2010;3000000;84752900;91;56;94567;635;4;1.575;177512000
Paranormal Activity 3;2011;5000000;104028800;83;58;86814;894;9;2.349;202053400
Paranormal Activity 4;2012;5000000;53900300;88;46;59410;683;7;1.757;140619500
Paranormal Activity: The Marked Ones;2014;5000000;32462400;84;50;37792;773;2;2.587;87251100
ParaNorman;2012;60000000;56003100;92;70;88888;801;13;4.494;108119700
Parental Guidance;2012;25000000;77267300;105;60;23991;247;6;2.429;120832400
Parker;2013;35000000;17616600;118;62;107231;818;13;2.323;48543400
Party Monster;2003;5000000;742900;89;54;2362;331;3;2.115;894000
Passchendaele;2008;20000000;4452400;114;64;7706;632;5;3.798;4453300
Passengers;2016;110000000;100014700;93;59;32533;925;4;3.135;302212400
Pathology;2008;8000000;109000;95;60;29806;302;4;1.656;3271000
Patriot Games;1992;45000000;83287400;117;69;95825;448;8;0.893;178100000
Patti Cake$;2017;1000000;800100;109;68;8858;39;3;7.692;1471100
Patton;1970;12000000;62500000;172;79;89299;684;2;3.363;62500000
Paul;2011;40000000;37412900;92;65;40;679;9;3.093;101162100
Paul Blart: Mall Cop;2009;26000000;146336200;91;52;97410;708;6;1.554;185904800
Paul Blart: Mall Cop 2;2015;38000000;71091600;94;44;31703;682;2;2.346;107650600
Pay it Forward;2000;40000000;33508900;123;72;108365;732;7;2.732;55696700
Paycheck;2003;60000000;53789300;119;63;99056;703;5;2.134;98819800
PCU;1994;9000000;4333600;79;66;11561;615;2;1.789;4333600
Peaceful Warrior;2006;10000000;2893700;120;73;25170;665;3;3.008;3260200
Pearl Harbor;2001;151500000;198539900;183;62;297132;808;7;2.475;449239900
Peggy Sue Got Married;1986;18000000;41382800;103;63;30797;940;6;3.298;41382800
Penguins of Madagascar;2014;132000000;83350900;92;67;73934;889;2;1.575;367650900
Penitentiary;1980;100000;287000;74;62;10;113;3;3.54;287000
People Like Us;2012;16000000;12431800;114;71;40058;625;9;1.12;12519800
Percy Jackson & the Olympians: The Lightning Thief;2010;95000000;88768300;118;59;167761;898;9;1.448;223050900
Percy Jackson: Sea of Monsters;2013;90000000;68559600;106;58;104107;684;8;1.023;200859600
Perfume: The Story of a Murderer;2006;63700000;2223300;147;75;223148;716;3;2.374;133603500
Persepolis;2007;7300000;4443400;96;80;83388;1518;3;3.491;25397500
Pet Sematary;1989;11500000;57469200;103;66;87764;741;3;1.485;57469200
Peter Pan;2003;100000000;48417900;105;71;796;200;3;1.5;95255500
Phantasm II;1988;3000000;7282900;97;65;12288;672;3;3.72;7282900
Phantom;2013;18000000;1034600;125;69;1436;577;9;2.253;1199500
Phat Girlz;2006;3000000;7061100;99;32;8552;456;0;5.263;7301100
Phenomenon;1996;32000000;104636400;123;64;71812;678;4;2.507;152036400
Philadelphia;1993;26000000;77324400;125;77;210169;686;6;2.916;201324400
Philomena;2013;12000000;37710000;98;76;89907;627;2;2.711;98963400
Phone Booth;2003;11000000;46566200;81;70;240147;789;4;2.788;97837100
Pi;1998;68000;3221200;84;74;162428;755;3;2.119;4678500
Pieces of April;2003;300000;2528700;80;70;19452;187;4;5.348;3571300
Pineapple Express;2008;26000000;87341400;111;70;299456;641;2;0.78;102404000
Pink Flamingos;1997;12000;413800;93;61;20488;694;0;2.45;413800
Pink Narcissus;1999;27000;8200;65;67;1069;60;1;1.667;8200
Pinocchio;1940;2289200;84300000;88;74;119778;580;4;1.897;84300000
Pirates;1986;40000000;1641800;114;64;13;729;1;1.783;6341800
Pirates of the Caribbean: Dead Men Tell No Tales;2017;230000000;172558900;129;66;237172;710;14;2.113;794758900
Pirates of the Caribbean: On Stranger Tides;2011;410600000;241063900;136;66;455330;936;5;1.709;1045663900
Pirates of the Caribbean: The Curse of the Black Pearl;2003;140000000;305411200;143;80;976374;689;4;1.451;634954100
Pitch Black;2000;23000000;39235100;109;71;216539;664;3;1.054;53182100
Pitch Perfect;2012;17000000;65001100;112;72;261467;844;13;2.725;116044300
Pitch Perfect 2;2015;29000000;184296200;115;64;133530;575;3;3.652;287641600
Pixels;2015;90000000;78766000;100;47;60;686;2;2.77;244144700
Planet 51;2009;60000000;42194100;91;60;48118;965;6;2.28;108996100
Planet of the Apes;2001;100000000;180011700;112;80;157946;853;4;2.345;362211700
Plastic;2014;10000000;0;80;61;92;88;8;4.546;552600
Platoon;1986;6000000;137963300;120;81;358162;660;3;1.212;137963300
Play it to the Bone;1999;24000000;8427200;124;55;11163;331;4;2.417;8427200
Playing for Keeps;1986;35000000;2000000;102;42;564;355;2;3.099;2000000
Please Give;2010;3000000;4033600;87;66;10699;159;7;3.145;4570200
Plush;2013;2000000;3100;99;53;3512;107;6;4.673;28900
Pocahontas;1995;55000000;141579800;81;67;156732;224;3;3.125;347100000
Pocketful of Miracles;1961;2900000;5000000;136;72;5519;253;5;4.743;5000000
Poetic Justice;1993;14000000;27450500;109;60;11544;753;5;2.523;27450500
Point Break;2015;100000000;28782500;97;77;13;701;4;1.712;128131600
Police Academy;1984;4500000;81198900;96;67;105625;1234;9;2.431;81198900
Pollock;2000;6000000;8596900;122;70;25818;582;3;4.639;10557300
Poltergeist;1982;10700000;74706000;114;73;132486;654;3;1.07;121706000
Poltergeist III;1988;9500000;14114000;98;47;15893;624;4;2.404;14114000
Polytechnique;2009;6000000;1418300;77;72;11120;199;3;2.01;1418300
Pompeii;2014;80000000;23169000;105;55;101928;965;7;1.451;108469000
Pontypool;2009;1500000;3900;93;66;27374;810;2;1.728;31900
Pooh's Heffalump Movie;2005;20000000;18098400;68;64;5809;588;3;2.721;55686900
Poolhall Junkies;2003;4000000;563700;99;69;9363;360;3;1.667;563700
Pootie Tang;2001;3500000;3293300;81;53;12964;465;3;2.796;3293300
Popeye;1980;20000000;49823000;114;52;27475;802;3;1.247;49823000
Popstar: Never Stop Never Stopping;2016;20000000;9496100;87;67;48835;775;1;3.097;9537100
Porky's;1982;4000000;109492500;94;62;35808;518;3;1.158;109492500
Poseidon;2006;160000000;60674800;98;56;93509;532;9;1.504;181674800
Possession;2002;25000000;10103600;124;74;21422;123;2;1.626;14805800
Post Grad;2009;15000000;6382200;88;53;13310;141;6;2.128;6563400
Power Rangers;2017;120000000;85364500;124;59;95621;699;11;0.858;142364500
Practical Magic;1998;60000000;46850600;104;63;67510;815;5;2.945;68337000
Predator;1987;18000000;59735500;107;78;351308;555;3;1.622;98267600
Predator 2;1990;35000000;28317500;108;63;136984;762;5;0.525;54768400
Predators;2010;40000000;52000700;107;64;202909;773;9;1.164;127234400
Prefontaine;1997;8000000;590800;106;68;6600;254;3;1.575;590800
Premium Rush;2012;35000000;20275400;91;65;106245;876;4;2.626;31393200
Premonition;2007;20000000;47852600;83;46;107;625;3;1.6;81461300
Pretty Woman;1990;14000000;178406300;119;70;266570;591;6;2.877;432645900
Pride & Prejudice;2005;28000000;38372700;129;78;235211;886;3;2.483;126549600
Pride and Glory;2008;30000000;15740700;130;66;57504;678;2;1.18;43440700
Pride and Prejudice and Zombies;2016;28000000;10907300;108;58;47544;546;3;2.198;16311300
Priest;2011;60000000;29136600;105;70;9321;814;7;1.72;84154000
Primary Colors;1998;65000000;39018000;143;66;26362;688;5;2.762;39018000
Primer;2004;7000;424800;77;69;91440;571;2;4.553;841900
Princess Kaiulani;2010;9000000;883900;97;62;1504;757;2;1.585;883900
Prison;1988;4000000;354700;79;68;1470;75;3;2.667;354700
Prisoners;2013;46000000;61002300;87;64;8;891;7;2.357;113402300
Private Benjamin;1980;15000000;69847300;109;62;22034;451;4;4.213;69847300
Project Almanac;2015;12000000;22348200;106;64;72541;915;3;3.934;32909400
Project X;2012;12000000;54731900;60;51;8;667;2;1.799;103028200
Prom;2011;8000000;10130200;65;48;13;1127;13;2.662;10763200
Prom Night;2008;18000000;43869400;92;54;13881;709;2;2.962;57193700
Prometheus;2012;125000000;126477100;130;66;57;700;6;1.857;402448300
Promised Land;2013;15000000;7597900;102;57;1135;409;2;3.423;12394600
Proof;2005;20000000;7535300;86;72;5839;954;4;1.572;8284300
Proof of Life;2000;65000000;32598900;135;62;53327;526;3;1.901;62761000
Prophecy;1979;12000000;22673300;102;55;3923;599;3;1.002;22673300
Psycho;1998;20000000;21541200;109;85;553895;725;6;5.655;37226200
Psycho Beach Party;2000;4000000;268000;95;62;5259;129;3;4.651;268000
Public Enemies;2009;102500000;97104600;68;73;21;161;3;3.727;212282700
Pulp Fiction;1994;8000000;107928800;154;89;1691174;581;11;1.377;212928800
Pulse;2006;20500000;20264400;95;55;2024;509;4;1.375;30241400
Punch-Drunk Love;2002;25000000;17791000;95;73;135962;450;4;3.333;24591000
Punisher: War Zone;2008;35000000;8051000;103;59;58133;622;4;1.286;10157500
Push;2009;38000000;31811500;105;47;556;585;4;1.539;44411500
Pushing Tin;1999;33000000;8408800;124;60;27269;618;4;2.104;8408800
Puss in Boots;2011;130000000;149260500;80;73;710;20;1;5;554987500
Q;1982;1200000;255000;84;54;48;220;3;0.455;255000
Quantum of Solace;2008;230000000;169368400;106;66;382698;663;3;1.056;591692100
Quarantine;2008;12000000;31691800;95;47;72;477;4;2.725;41924800
Quartet;2013;11000000;18388400;120;73;790;202;3;3.465;56178900
Queen of the Damned;2002;35000000;30307800;101;53;50326;693;2;1.443;30307800
Quest for Camelot;1998;40000000;22772500;86;63;13727;519;10;2.698;38172500
Quigley Down Under;1990;20000000;21413100;119;69;18235;669;3;2.392;21413100
Quills;2000;13500000;7060900;124;73;49582;1084;4;1.845;11732100
Quo Vadis?;1951;8250000;30000000;171;72;12531;682;5;1.906;30022000
R.I.P.D.;2013;130000000;33618900;96;56;111733;580;5;3.448;79076700
Rabbit Hole;2010;5000000;2229100;91;70;45747;387;8;2.842;6205000
Rabbit-Proof Fence;2002;7000000;6199600;94;74;26281;645;3;2.481;16866900
Race;2016;5000000;19115200;104;58;100;436;2;2.064;22178100
Rachel Getting Married;2008;12000000;12796900;113;67;45545;613;3;1.795;17475500
Racing Stripes;2005;30000000;49772500;102;52;15030;709;2;1.552;89955500
Radio;2003;35000000;52333700;95;79;29;743;3;3.23;53293600
Radio Days;1987;16000000;14792800;88;75;29372;404;6;2.475;14792800
Radio Flyer;1992;35000000;4652000;114;70;11780;202;5;3.96;4652000
Raging Bull;1980;18000000;23380200;129;82;295914;702;3;1.709;23380200
Raiders of the Lost Ark;1981;20000000;225686100;115;84;829434;867;7;1.038;367452100
Rain Man;1988;25000000;172825400;133;80;448190;575;3;1.217;412800000
Raise the Titanic;1980;40000000;7000000;115;49;3645;926;3;1.188;7000000
Raise Your Voice;2004;15000000;10412000;103;59;25800;627;1;1.754;14812000
Raising Cain;1992;11000000;21171700;92;61;12788;544;2;2.39;21171700
Rambo;2008;47500000;42754100;92;70;207463;499;2;2.405;112214500
Rambo III;1988;58000000;53715600;102;58;113592;457;1;4.158;188715600
Rambo: First Blood Part II;1985;44000000;150415400;96;65;143561;691;4;2.605;300400000
Ramona and Beezus;2010;15000000;26167000;103;65;16351;625;7;1.6;27469600
Random Hearts;1999;64000000;31054900;133;52;19013;375;4;2.133;63200000
Rang De Basanti;2006;5300000;2197700;167;82;102954;941;12;3.188;29197700
Rango;2011;135000000;123477600;66;56;14;611;8;1.146;245724600
Ransom;1996;70000000;136492700;58;59;10;773;3;2.458;308700000
Rapa Nui;1994;20000000;305100;107;64;4426;968;3;5.785;305100
Rat Race;2001;48000000;56607200;105;53;191;704;7;1.847;86607200
Ratatouille;2007;150000000;206445700;111;80;594404;674;4;1.632;626549700
Ravenous;1999;12000000;2062400;101;70;34861;690;8;1.449;2062400
Ray;2004;40000000;75306000;152;77;129674;91;1;2.198;124823100
Ready to Rumble;2000;24000000;12372400;107;54;13053;862;3;2.204;12372400
Real Steel;2011;110000000;85463300;127;71;286275;746;8;2.279;263880300
Real Women Have Curves;2002;3000000;5853200;90;69;6710;979;2;4.494;7777800
Rebecca;1940;1288000;6000000;130;81;113228;808;2;3.218;6000000
Rebound;2005;45000000;16809000;89;57;113;292;1;2.055;17492000
Recess: School's Out;2001;10000000;36696800;82;66;8703;959;3;3.128;44451500
Red;2010;60000000;90380200;89;64;1003;809;9;2.101;196439700
RED 2;2013;84000000;53262600;116;66;151345;991;6;1.715;137162600
Red Dawn;2012;65000000;44806800;114;64;48170;717;9;1.534;48164200
Red Dog;2011;9100000;0;92;74;15633;606;3;1.98;20927800
Red Dragon;2002;78000000;92955400;115;41;7;744;7;2.957;206455400
Red Eye;2005;26000000;57891800;85;64;107043;895;2;2.458;96666500
Red Lights;2012;17700000;49500;70;63;9;571;11;2.102;14518900
Red Planet;2000;80000000;17480900;106;57;53157;1011;3;2.77;33464000
Red Riding Hood;2011;42000000;37662200;81;56;348;1031;8;2.134;91678400
Red River;1948;3000000;9012000;133;78;26010;1175;5;2.553;9012000
Red Sonja;1985;17900000;6905900;89;51;36557;698;3;3.152;6905900
Red State;2011;4000000;1065400;88;62;59919;982;13;2.444;1983600
Red Tails;2012;58000000;49876400;125;59;32118;758;18;2.902;50365500
Redbelt;2008;7000000;2344800;99;67;19880;888;10;1.577;2667100
Reds;1981;33500000;50000000;195;73;19382;378;7;1.058;50000000
Reign of Assassins;2016;14000000;0;117;68;7124;699;2;1.431;11354200
Reign of Fire;2002;60000000;43062000;101;62;121009;557;4;1.257;82150200
Reign Over Me;2007;20000000;19662000;124;74;90598;368;3;3.261;20082000
Reindeer Games;2000;36000000;23360800;104;58;35927;624;3;2.885;23360800
Remember Me;2010;16000000;19068200;113;71;131192;648;5;2.161;56506100
Remember the Titans;2000;30000000;115654800;113;78;187043;571;2;1.401;136706700
Renaissance Man;1994;40000000;24172900;128;62;15932;454;6;1.101;24172900
Rendition;2007;27500000;9736000;122;68;52677;1146;5;3.229;26939900
Reno 911!: Miami;2007;10000000;20342200;84;59;25699;536;3;1.119;21851400
Rent;2005;40000000;29077500;135;69;47107;671;3;4.769;31670600
Repo Man;1984;1500000;2300000;92;69;31287;492;3;2.846;2300000
Repo Men;2010;32000000;13942000;111;63;97189;988;6;1.822;18195200
Repo! The Genetic Opera;2008;8500000;140200;98;66;22639;915;4;1.639;198900
Requiem for a Dream;2000;4500000;3635500;102;83;715342;635;4;2.992;7389200
Reservoir Dogs;1992;1200000;2832000;99;83;851662;481;6;1.455;2832000
Resident Evil: Afterlife;2010;57500000;60128600;96;58;155360;744;8;1.882;295874200
Resident Evil: Extinction;2007;45000000;50648700;94;63;175620;977;2;1.535;146162900
Resident Evil: Retribution;2012;65000000;42345500;95;54;126956;860;12;1.512;238941000
Resident Evil: The Final Chapter;2017;40000000;26844700;107;55;77092;890;10;1.461;307353900
Restless;2011;8000000;163800;100;63;62;144;7;8.333;2772500
Restoration;1995;18000000;4100000;117;66;8522;661;4;3.782;4100000
Resurrecting the Champ;2007;13000000;3172400;112;67;19749;445;2;4.045;3260600
Return to Me;2000;24000000;32662300;115;69;18727;468;3;2.35;32662300
Return to Oz;1985;27000000;10618800;113;67;22822;784;3;1.403;10618800
Return to the Blue Lagoon;1991;11000000;2000000;102;52;17093;689;2;2.758;2000000
Revolutionary Road;2008;45000000;22951300;119;73;181924;658;5;3.495;79604800
Richard III;1995;9200000;2684900;161;74;3806;797;3;0.627;4199300
Riddick;2013;38000000;42025100;119;64;147065;817;8;1.591;94763800
Ride Along;2014;25000000;134202600;99;62;96300;874;2;1.831;153733800
Ride Along 2;2016;40000000;90862700;102;59;49961;1294;1;1.855;124827300
Riding in Cars with Boys;2001;47000000;29781500;132;65;25632;928;4;2.694;29781500
Righteous Kill;2008;60000000;40081400;101;60;81484;521;5;3.647;78481400
Rings;2017;25000000;27793000;88;50;54;664;0;1.958;82991500
Rio;2011;90000000;143619800;77;66;76;90;3;3.333;487519800
Rio 2;2014;130000000;131538400;101;63;73889;747;2;1.606;492846300
Rise of the Guardians;2012;145000000;103412800;97;73;147734;519;6;1.349;306900900
Rise of the Planet of the Apes;2011;93000000;176760200;105;76;478548;661;11;1.664;482860200
Risen;2016;20000000;36880000;121;52;183;529;1;3.403;46255800
River's Edge;1987;1900000;4600000;99;70;14683;724;5;1.658;4600000
Road Hard;2015;1500000;113200;86;73;20;88;3;6.818;113200
Road House;1989;10000000;30050000;76;54;29;658;2;1.368;30050000
Road to Perdition;2002;80000000;104054500;117;77;231489;613;8;0.979;183354500
Road Trip;2000;16000000;68525600;93;64;150604;976;5;2.357;119739100
Roadside Romeo;2008;2000000;55200;93;52;1181;682;3;2.053;2046100
Rob Roy;1995;28000000;31390600;139;69;38915;704;5;0.994;31390600
Robin and Marian;1976;5000000;8000000;106;65;10599;640;2;2.344;8000000
Robin Hood;2010;210000000;105487100;143;72;1882;251;1;4.383;322459000
RoboCop;2014;120000000;58607000;102;75;218408;652;6;2.147;242981800
RoboCop 3;1993;22000000;10696200;104;41;43344;677;2;1.182;10696200
Robot & Frank;2012;2500000;3317500;89;71;59844;401;7;0.998;4934400
Robots;2005;80000000;128200000;91;63;124780;435;6;0.69;260700000
Rock Dog;2017;60000000;9420500;90;59;4177;1087;12;3.496;20830500
Rock of Ages;2012;70000000;38518600;123;59;70751;1024;9;2.637;61031900
Rock Star;2001;38000000;16991900;105;63;39291;889;2;2.925;19317800
Rocket Singh: Salesman of the Year;2009;1070000;164600;150;75;16907;594;3;3.03;5348800
RocknRolla;2008;18000000;5700600;114;73;222853;632;4;3.165;27794300
Rocky;1976;1000000;117235100;76;66;29;471;6;1.911;225000000
Rocky Balboa;2006;24000000;70269900;102;71;193999;639;6;2.191;156229100
Rogue;2008;23000000;10500;99;62;26150;817;2;1.836;4673400
Role Models;2008;28000000;67301000;99;68;213434;756;7;1.455;94500800
Roll Bounce;2005;10000000;17380900;112;61;6364;145;3;3.448;17433100
Rollerball;2002;70000000;18990500;125;66;20838;589;3;2.547;25852500
Roman J. Israel, Esq.;2017;22000000;11962700;122;64;25129;786;5;2.163;12039100
